184,Cybertruck,84,2023
185,Cybertruck,84,2022
186,Dawn,76,2021
187,DB11,86,2021
188,DBS Superleggera,86,2021
189,DBX,86,2021
190,Defender 110,89,2023
191,Defender 110,89,2022
192,Defender 110,89,2021
193,Defender 90,89,2022
194,Defender 90,89,2021
195,Discovery,89,2023
196,Discovery,89,2022
197,Discovery,89,2021
198,Discovery Sport,89,2023
199,Discovery Sport,89,2022
200,Discovery Sport,89,2021
201,Durango,46,2023
202,Durango,46,2022
203,Durango,46,2021
204,E-Class,0,2023
205,E-Class,0,2022
206,E-Class,0,2021
207,E-PACE,95,2022
208,E-PACE,95,2021
209,e-tron,1,2022
210,e-tron,1,2021
211,e-tron GT,1,2022
212,e-tron S,1,2022
213,e-tron S Sportback,1,2022
214,e-tron Sportback,1,2022
215,e-tron Sportback,1,2021
216,Eclipse Cross,101,2022
217,Eclipse Cross,101,2020
218,EcoSport,30,2022
219,EcoSport,30,2021
220,Edge,30,2022
221,Edge,30,2021
222,Elantra,10,2023
223,Elantra,10,2022
224,Elantra,10,2021
225,Elantra GT,10,2020
226,Elantra Hybrid,10,2023
227,Elantra N,10,2022
228,Electrified G80,108,2022
229,Enclave,109,2022
230,Enclave,109,2021
231,Encore,109,2023
232,Encore,109,2022
233,Encore,109,2021
234,Encore GX,109,2023
235,Encore GX,109,2022
236,Encore GX,109,2021
237,Envision,109,2023
238,Envision,109,2022
239,Envision,109,2021
240,Equinox,26,2023
241,Equinox,26,2022
242,Equinox,26,2021
243,Equinox EV,26,2024
244,ES,115,2023
245,ES,115,2022
246,ES,115,2021
247,Escalade,72,2023
248,Escalade,72,2022
249,Escalade,72,2021
250,Escalade ESV,72,2022
251,Escalade ESV,72,2021
252,Escape,30,2023
253,Escape,30,2022
254,Escape,30,2021
255,EV6,37,2023
256,EV6,37,2022
257,Evora GT,120,2021
258,Expedition,30,2023
259,Expedition,30,2022
260,Expedition,30,2021
261,Expedition MAX,30,2022
262,Expedition MAX,30,2021
263,Explorer,30,2023
264,Explorer,30,2022
265,Explorer,30,2021
266,Express 2500 Cargo,26,2022
267,Express 2500 Cargo,26,2021
268,Express 2500 Passenger,26,2022
269,Express 2500 Passenger,26,2021
270,Express 3500 Cargo,26,2022
271,Express 3500 Cargo,26,2021
272,Express 3500 Passenger,26,2022
273,Express 3500 Passenger,26,2021
274,F-PACE,95,2022
275,F-PACE,95,2021
276,F-TYPE,95,2023
277,F-TYPE,95,2022
278,F-TYPE,95,2021
279,F150 Lightning,30,2022
280,F150 Regular Cab,30,2021
281,F150 Super Cab,30,2021
282,F150 SuperCrew Cab,30,2023
283,F150 SuperCrew Cab,30,2022
284,F150 SuperCrew Cab,30,2021
285,F250 Super Duty Crew Cab,30,2022
286,F250 Super Duty Crew Cab,30,2021
287,F250 Super Duty Regular Cab,30,2022
288,F250 Super Duty Regular Cab,30,2021
289,F250 Super Duty Super Cab,30,2022
290,F250 Super Duty Super Cab,30,2021
291,F350 Super Duty Crew Cab,30,2022
292,F350 Super Duty Crew Cab,30,2021
293,F350 Super Duty Regular Cab,30,2021
294,F350 Super Duty Super Cab,30,2021
295,F450 Super Duty Crew Cab,30,2022
296,F450 Super Duty Crew Cab,30,2021
297,F450 Super Duty Regular Cab,30,2022
298,F450 Super Duty Regular Cab,30,2021
299,F8,142,2021
300,Fit,11,2020
301,Flying Spur,25,2021
302,Forester,18,2023
303,Forester,18,2022
304,Forester,18,2021
305,Forte,37,2023
306,Forte,37,2022
307,Forte,37,2021
308,Frontier Crew Cab,14,2023
309,Frontier Crew Cab,14,2022
310,Frontier Crew Cab,14,2021
311,Frontier King Cab,14,2022
312,Frontier King Cab,14,2021
313,Fusion,30,2020
314,Fusion Plug-in Hybrid,30,2020
315,G-Class,0,2022
316,G-Class,0,2021
317,G70,108,2023
318,G70,108,2022
319,G70,108,2021
320,G80,108,2023
321,G80,108,2022
322,G80,108,2021
323,G90,108,2023
324,G90,108,2022
325,G90,108,2021
326,Ghibli,155,2022
327,Ghibli,155,2021
328,Ghost,76,2021
329,Giulia,157,2022
330,Giulia,157,2021
331,GLA,0,2023
332,GLA,0,2022
333,GLA,0,2021
334,Gladiator,48,2023
335,Gladiator,48,2022
336,Gladiator,48,2021
337,GLB,0,2023
338,GLB,0,2022
339,GLB,0,2021
340,GLC,0,2023
341,GLC,0,2022
342,GLC,0,2021
343,GLC Coupe,0,2022
344,GLC Coupe,0,2021
345,GLE,0,2023
346,GLE,0,2022
347,GLE,0,2021
348,GLS,0,2023
349,GLS,0,2022
350,GLS,0,2021
351,Golf,17,2021
352,Golf GTI,17,2022
353,Golf GTI,17,2021
354,Golf R,17,2022
355,GR Supra,21,2022
356,GR Supra,21,2021
357,GR86,21,2022
358,Grand Caravan Passenger,46,2020
359,Grand Cherokee,48,2023
360,Grand Cherokee,48,2022
361,Grand Cherokee,48,2021
362,Grand Cherokee 4xe,48,2022
363,Grand Cherokee L,48,2022
364,Grand Cherokee L,48,2021
365,Grand Wagoneer,48,2023
366,Grand Wagoneer,48,2022
367,GS,115,2020
368,GT,176,2020
369,GT-R,14,2022
370,GT-R,14,2021
371,GTC4Lusso,142,2020
372,GV60,108,2023
373,GV60,108,2022
374,GV70,108,2023
375,GV70,108,2022
376,GV80,108,2023
377,GV80,108,2022
378,GV80,108,2021
379,GX,115,2023
380,GX,115,2022
381,GX,115,2021
382,Hardtop 2 Door,55,2023
383,Hardtop 2 Door,55,2022
384,Hardtop 2 Door,55,2021
385,Hardtop 4 Door,55,2022
386,Hardtop 4 Door,55,2021
387,Highlander,21,2023
388,Highlander,21,2022
389,Highlander,21,2021
390,Highlander Hybrid,21,2022
391,Highlander Hybrid,21,2021
392,HR-V,11,2023
393,HR-V,11,2022
394,HR-V,11,2021
395,Hummer EV,9,2022
396,Hummer EV SUV,9,2024
397,Huracan,23,2021
398,I-PACE,95,2022
399,I-PACE,95,2021
400,i3,192,2021
401,i4,192,2022
402,i8,192,2020
403,ID.4,17,2023
404,ID.4,17,2022
405,ID.4,17,2021
406,ID.Buzz,17,2024
407,ILX,197,2023
408,ILX,197,2022
409,ILX,197,2021
410,Impala,26,2020
411,Impreza,18,2023
412,Impreza,18,2022
413,Impreza,18,2021
414,Insight,11,2023
415,Insight,11,2022
416,Insight,11,2021
417,Integra,197,2023
418,IONIQ 5,10,2023
419,IONIQ 5,10,2022
420,Ioniq Electric,10,2021
421,Ioniq Hybrid,10,2023
422,Ioniq Hybrid,10,2022
423,Ioniq Hybrid,10,2021
424,Ioniq Plug-in Hybrid,10,2022
425,Ioniq Plug-in Hybrid,10,2021
426,IS,115,2023
427,IS,115,2022
428,IS,115,2021
429,iX,192,2023
430,iX,192,2022
431,Jetta,17,2023
432,Jetta,17,2022
433,Jetta,17,2021
434,Jetta GLI,17,2022
435,Jetta GLI,17,2021
436,Journey,46,2020
437,K5,37,2023
438,K5,37,2022
439,K5,37,2021
440,K900,37,2020
441,Kicks,14,2023
442,Kicks,14,2022
443,Kicks,14,2021
444,Kona,10,2023
445,Kona,10,2022
446,Kona,10,2021
447,Kona Electric,10,2022
448,Kona Electric,10,2021
449,Kona N,10,2022
450,Land Cruiser,21,2021
451,LC,115,2022
452,LC,115,2021
453,LEAF,14,2022
454,LEAF,14,2021
455,Legacy,18,2023
456,Legacy,18,2022
457,Legacy,18,2021
458,Levante,155,2022
459,Levante,155,2021
460,LS,115,2022
461,LS,115,2021
462,LX,115,2023
463,LX,115,2022
464,LX,115,2021
465,LYRIQ,72,2023
466,M2,192,2021
467,M3,192,2022
468,M3,192,2021
469,M4,192,2022
470,M4,192,2021
471,M5,192,2022
472,M5,192,2021
473,M8,192,2022
474,M8,192,2021
475,Macan,44,2023
476,Macan,44,2022
477,Macan,44,2021
478,Malibu,26,2023
479,Malibu,26,2022
480,Malibu,26,2021
481,Maverick,30,2023
482,Maverick,30,2022
483,Maxima,14,2022
484,Maxima,14,2021
485,MAZDA3,77,2023
486,MAZDA3,77,2022
487,MAZDA3,77,2021
488,MAZDA6,77,2021
489,MC20,155,2022
490,MDX,197,2023
491,MDX,197,2022
492,MDX,197,2020
493,MDX Sport Hybrid,197,2020
494,Mercedes-AMG A-Class,0,2021
495,Mercedes-AMG C-Class,0,2021
496,Mercedes-AMG CLA,0,2022
497,Mercedes-AMG CLA,0,2021
498,Mercedes-AMG CLS,0,2021
499,Mercedes-AMG E-Class,0,2022
500,Mercedes-AMG E-Class,0,2021
501,Mercedes-AMG G-Class,0,2021
502,Mercedes-AMG GLA,0,2022
503,Mercedes-AMG GLA,0,2021
504,Mercedes-AMG GLB,0,2022
505,Mercedes-AMG GLB,0,2021
506,Mercedes-AMG GLC,0,2022
507,Mercedes-AMG GLC,0,2021
508,Mercedes-AMG GLC Coupe,0,2022
509,Mercedes-AMG GLC Coupe,0,2021
510,Mercedes-AMG GLE,0,2022
511,Mercedes-AMG GLE,0,2021
512,Mercedes-AMG GLE Coupe,0,2022
513,Mercedes-AMG GLE Coupe,0,2021
514,Mercedes-AMG GLS,0,2021
515,Mercedes-AMG GT,0,2021
516,Mercedes-AMG S-Class,0,2021
517,Mercedes-AMG SL,0,2022
518,Mercedes-AMG SLC,0,2020
519,Mercedes-EQ EQB,0,2023
520,Mercedes-EQ EQB,0,2022
521,Mercedes-EQ EQE,0,2023
522,Mercedes-EQ EQS,0,2023
523,Mercedes-EQ EQS,0,2022
524,Mercedes-Maybach GLS,0,2021
525,Mercedes-Maybach S-Class,0,2022
526,Mercedes-Maybach S-Class,0,2021
527,Metris Cargo,0,2021
528,Metris Passenger,0,2021
529,Metris WORKER Cargo,0,2020
530,Metris WORKER Passenger,0,2020
531,Mirage,101,2023
532,Mirage,101,2022
533,Mirage,101,2021
534,Mirage G4,101,2022
535,Mirage G4,101,2021
536,Mirai,21,2022
537,Mirai,21,2021
538,MKZ,24,2020
539,Model 3,84,2023
540,Model 3,84,2022
541,Model 3,84,2021
542,Model S,84,2023
543,Model S,84,2022
544,Model S,84,2021
545,Model X,84,2023
546,Model X,84,2022
547,Model X,84,2021
548,Model Y,84,2023
549,Model Y,84,2022
550,Model Y,84,2021
551,Mulsanne,25,2020
552,Murano,14,2023
553,Murano,14,2022
554,Murano,14,2021
555,Mustang,30,2023
556,Mustang,30,2022
557,Mustang,30,2021
558,Mustang MACH-E,30,2023
559,Mustang MACH-E,30,2022
560,Mustang MACH-E,30,2021
561,MX-30,77,2022
562,MX-5 Miata,77,2022
563,MX-5 Miata,77,2021
564,MX-5 Miata RF,77,2022
565,MX-5 Miata RF,77,2021
566,Nautilus,24,2022
567,Nautilus,24,2021
568,Navigator,24,2023
569,Navigator,24,2022
570,Navigator,24,2021
571,Navigator L,24,2022
572,Navigator L,24,2021
573,NEXO,10,2022
574,NEXO,10,2021
575,Niro,37,2023
576,Niro,37,2022
577,Niro,37,2021
578,Niro EV,37,2022
579,Niro EV,37,2021
580,Niro Plug-in Hybrid,37,2022
581,Niro Plug-in Hybrid,37,2021
582,NSX,197,2022
583,NSX,197,2021
584,NV1500 Cargo,14,2021
585,NV200,14,2021
586,NV2500 HD Cargo,14,2021
587,NV3500 HD Cargo,14,2021
588,NV3500 HD Passenger,14,2021
589,NX,115,2023
590,NX,115,2022
591,NX,115,2021
592,Odyssey,11,2023
593,Odyssey,11,2022
594,Odyssey,11,2021
595,Optima,37,2020
596,Optima Hybrid,37,2020
597,Optima Plug-in Hybrid,37,2020
598,Outback,18,2023
599,Outback,18,2022
600,Outback,18,2021
601,Outlander,101,2023
602,Outlander,101,2022
603,Outlander,101,2020
604,Outlander PHEV,101,2023
605,Outlander PHEV,101,2022
606,Outlander PHEV,101,2021
607,Outlander Sport,101,2023
608,Outlander Sport,101,2022
609,Outlander Sport,101,2021
610,Pacifica,302,2023
611,Pacifica,302,2022
612,Pacifica,302,2021
613,Pacifica Hybrid,302,2022
614,Pacifica Hybrid,302,2021
615,Palisade,10,2023
616,Palisade,10,2022
617,Palisade,10,2021
618,Panamera,44,2022
619,Panamera,44,2021
620,Passat,17,2022
621,Passat,17,2021
622,Passport,11,2023
623,Passport,11,2022
624,Passport,11,2021
625,Pathfinder,14,2023
626,Pathfinder,14,2022
627,Pathfinder,14,2020
628,Phantom,76,2021
629,Pilot,11,2023
630,Pilot,11,2022
631,Pilot,11,2021
632,Portofino,142,2021
633,Prius,21,2023
634,Prius,21,2022
635,Prius,21,2021
636,Prius Prime,21,2022
637,Prius Prime,21,2021
638,Prologue,11,2024
639,ProMaster Cargo Van,315,2022
640,ProMaster Cargo Van,315,2021
641,ProMaster City,315,2022
642,ProMaster City,315,2021
643,ProMaster Window Van,315,2022
644,ProMaster Window Van,315,2021
645,Q3,1,2023
646,Q3,1,2022
647,Q3,1,2021
648,Q4 e-tron,1,2022
649,Q4 Sportback e-tron,1,2022
650,Q5,1,2023
651,Q5,1,2022
652,Q5,1,2021
653,Q5 Sportback,1,2022
654,Q5 Sportback,1,2021
655,Q50,323,2023
656,Q50,323,2022
657,Q50,323,2021
658,Q60,323,2022
659,Q60,323,2021
660,Q7,1,2023
661,Q7,1,2022
662,Q7,1,2021
663,Q8,1,2022
664,Q8,1,2021
665,Quattroporte,155,2022
666,Quattroporte,155,2021
667,QX50,323,2023
668,QX50,323,2022
669,QX50,323,2021
670,QX55,323,2023
671,QX55,323,2022
672,QX60,323,2023
673,QX60,323,2022
674,QX60,323,2020
675,QX80,323,2022
676,QX80,323,2021
677,R1S,332,2022
678,R1S,332,2021
679,R1T,332,2022
680,R1T,332,2021
681,R8,1,2022
682,R8,1,2021
683,Range Rover,89,2023
684,Range Rover,89,2022
685,Range Rover,89,2021
686,Range Rover Evoque,89,2023
687,Range Rover Evoque,89,2022
688,Range Rover Evoque,89,2021
689,Range Rover Sport,89,2023
690,Range Rover Sport,89,2022
691,Range Rover Sport,89,2021
692,Range Rover Velar,89,2022
693,Range Rover Velar,89,2021
694,Ranger SuperCab,30,2022
695,Ranger SuperCab,30,2021
696,Ranger SuperCrew,30,2023
697,Ranger SuperCrew,30,2022
698,Ranger SuperCrew,30,2021
699,RAV4,21,2023
700,RAV4,21,2022
701,RAV4,21,2021
702,RAV4 Hybrid,21,2022
703,RAV4 Hybrid,21,2021
704,RAV4 Prime,21,2022
705,RAV4 Prime,21,2021
706,RC,115,2022
707,RC,115,2021
708,RDX,197,2023
709,RDX,197,2022
710,RDX,197,2021
711,Regal Sportback,109,2020
712,Regal TourX,109,2020
713,Renegade,48,2023
714,Renegade,48,2022
715,Renegade,48,2021
716,Ridgeline,11,2023
717,Ridgeline,11,2022
718,Ridgeline,11,2021
719,Rio,37,2023
720,Rio,37,2022
721,Rio,37,2021
722,RLX,197,2020
723,RLX Sport Hybrid,197,2020
724,Rogue,14,2023
725,Rogue,14,2022
726,Rogue,14,2021
727,Rogue Sport,14,2022
728,Rogue Sport,14,2021
729,Roma,142,2021
730,RS 3,1,2020
731,RS 5,1,2022
732,RS 5,1,2021
733,RS 6,1,2022
734,RS 6,1,2021
735,RS 7,1,2022
736,RS 7,1,2021
737,RS e-tron GT,1,2022
738,RS Q8,1,2022
739,RS Q8,1,2021
740,RX,115,2023
741,RX,115,2022
742,RX,115,2021
743,RZ,115,2023
744,S-Class,0,2022
745,S-Class,0,2021
746,S3,1,2022
747,S3,1,2020
748,S4,1,2022
749,S4,1,2021
750,S5,1,2022
751,S5,1,2021
752,S6,1,2022
753,S6,1,2021
754,S60,36,2022
755,S60,36,2021
756,S7,1,2022
757,S7,1,2021
758,S8,1,2022
759,S8,1,2021
760,S90,36,2022
761,S90,36,2021
762,Santa Cruz,10,2023
763,Santa Cruz,10,2022
764,Santa Fe,10,2023
765,Santa Fe,10,2022
766,Santa Fe,10,2021
767,Santa Fe Hybrid,10,2022
768,Santa Fe Hybrid,10,2021
769,Santa Fe Plug-in Hybrid,10,2023
770,Santa Fe Plug-in Hybrid,10,2022
771,Savana 2500 Cargo,9,2022
772,Savana 2500 Cargo,9,2021
773,Savana 2500 Passenger,9,2022
774,Savana 2500 Passenger,9,2021
775,Savana 3500 Cargo,9,2022
776,Savana 3500 Cargo,9,2021
777,Savana 3500 Passenger,9,2022
778,Savana 3500 Passenger,9,2021
779,Sedona,37,2021
780,Seltos,37,2023
781,Seltos,37,2022
782,Seltos,37,2021
783,Sentra,14,2023
784,Sentra,14,2022
785,Sentra,14,2021
786,Sequoia,21,2023
787,Sequoia,21,2022
788,Sequoia,21,2021
789,SF90,142,2021
790,Sienna,21,2023
791,Sienna,21,2022
792,Sienna,21,2021
793,Sierra 1500 Crew Cab,9,2021
794,Sierra 1500 Double Cab,9,2023
795,Sierra 1500 Double Cab,9,2022
796,Sierra 1500 Double Cab,9,2021
797,Sierra 1500 Limited Crew Cab,9,2022
798,Sierra 1500 Limited Double Cab,9,2022
799,Sierra 1500 Limited Regular Cab,9,2022
800,Sierra 1500 Regular Cab,9,2022
801,Sierra 1500 Regular Cab,9,2021
802,Sierra 2500 HD Crew Cab,9,2022
803,Sierra 2500 HD Crew Cab,9,2021
804,Sierra 2500 HD Double Cab,9,2022
805,Sierra 2500 HD Double Cab,9,2021
806,Sierra 2500 HD Regular Cab,9,2022
807,Sierra 2500 HD Regular Cab,9,2021
808,Sierra 3500 HD Crew Cab,9,2022
809,Sierra 3500 HD Crew Cab,9,2021
810,Sierra 3500 HD Double Cab,9,2021
811,Sierra 3500 HD Regular Cab,9,2022
812,Sierra 3500 HD Regular Cab,9,2021
813,Silverado 1500 Crew Cab,26,2023
814,Silverado 1500 Crew Cab,26,2022
815,Silverado 1500 Crew Cab,26,2021
816,Silverado 1500 Double Cab,26,2022
817,Silverado 1500 Double Cab,26,2021
818,Silverado 1500 Limited Crew Cab,26,2022
819,Silverado 1500 Limited Regular Cab,26,2022
820,Silverado 1500 Regular Cab,26,2022
821,Silverado 1500 Regular Cab,26,2021
822,Silverado 2500 HD Crew Cab,26,2022
823,Silverado 2500 HD Crew Cab,26,2021
824,Silverado 2500 HD Double Cab,26,2022
825,Silverado 2500 HD Double Cab,26,2021
826,Silverado 2500 HD Regular Cab,26,2022
827,Silverado 2500 HD Regular Cab,26,2021
828,Silverado 3500 HD Crew Cab,26,2022
829,Silverado 3500 HD Crew Cab,26,2021
830,Silverado 3500 HD Double Cab,26,2022
831,Silverado 3500 HD Double Cab,26,2021
832,Silverado 3500 HD Regular Cab,26,2021
833,Silverado EV,26,2024
834,SL,0,2020
835,SLC,0,2020
836,Solterra,18,2023
837,Sonata,10,2023
838,Sonata,10,2022
839,Sonata,10,2021
840,Sonata Hybrid,10,2022
841,Sonata Hybrid,10,2021
842,Sonic,26,2020
843,Sorento,37,2023
844,Sorento,37,2022
845,Sorento,37,2021
846,Sorento Hybrid,37,2022
847,Sorento Hybrid,37,2021
848,Sorento Plug-in Hybrid,37,2022
849,Soul,37,2023
850,Soul,37,2022
851,Soul,37,2021
852,Spark,26,2023
853,Spark,26,2022
854,Spark,26,2021
855,Sportage,37,2023
856,Sportage,37,2022
857,Sportage,37,2021
858,Sportage Hybrid,37,2023
859,Sportage Plug-in Hybrid,37,2023
860,Sprinter 1500 Cargo,0,2022
861,Sprinter 1500 Cargo,0,2021
862,Sprinter 1500 Cargo,426,2021
863,Sprinter 1500 Passenger,0,2022
864,Sprinter 1500 Passenger,0,2021
865,Sprinter 1500 Passenger,426,2021
866,Sprinter 2500 Cargo,426,2021
867,Sprinter 2500 Cargo,0,2021
868,Sprinter 2500 Crew,0,2021
869,Sprinter 2500 Crew,426,2021
870,Sprinter 2500 Passenger,0,2021
871,Sprinter 2500 Passenger,426,2021
872,Sprinter 3500 Cargo,426,2021
873,Sprinter 3500 Cargo,0,2021
874,Sprinter 3500 Crew,0,2021
875,Sprinter 3500 Crew,426,2021
876,Sprinter 3500 XD Cargo,0,2021
877,Sprinter 3500 XD Crew,426,2021
878,Sprinter 3500 XD Crew,0,2021
879,Sprinter 3500XD Cargo,426,2021
880,Sprinter 4500 Cargo,0,2021
881,Sprinter 4500 Cargo,426,2021
882,Sprinter 4500 Crew,426,2021
883,Sprinter 4500 Crew,0,2022
884,Sprinter 4500 Crew,0,2021
885,SQ5,1,2022
886,SQ5,1,2021
887,SQ5 Sportback,1,2022
888,SQ5 Sportback,1,2021
889,SQ7,1,2022
890,SQ7,1,2021
891,SQ8,1,2022
892,SQ8,1,2021
893,Stelvio,157,2022
894,Stelvio,157,2021
895,Stinger,37,2022
896,Stinger,37,2021
897,Suburban,26,2023
898,Suburban,26,2022
899,Suburban,26,2021
900,Tacoma Access Cab,21,2023
901,Tacoma Access Cab,21,2022
902,Tacoma Access Cab,21,2021
903,Tacoma Double Cab,21,2022
904,Tacoma Double Cab,21,2021
905,Tahoe,26,2023
906,Tahoe,26,2022
907,Tahoe,26,2021
908,Taos,17,2023
909,Taos,17,2022
910,Taycan,44,2022
911,Taycan,44,2021
912,Taycan Cross Turismo,44,2022
913,Telluride,37,2023
914,Telluride,37,2022
915,Telluride,37,2021
916,Terrain,9,2023
917,Terrain,9,2022
918,Terrain,9,2021
919,Tiguan,17,2023
920,Tiguan,17,2022
921,Tiguan,17,2021
922,Titan Crew Cab,14,2022
923,Titan Crew Cab,14,2021
924,Titan King Cab,14,2023
925,Titan King Cab,14,2022
926,Titan King Cab,14,2021
927,TITAN XD Crew Cab,14,2022
928,TITAN XD Crew Cab,14,2021
929,TLX,197,2023
930,TLX,197,2022
931,TLX,197,2021
932,Tonale,157,2023
933,Trailblazer,26,2023
934,Trailblazer,26,2022
935,Trailblazer,26,2021
936,Transit 150 Cargo Van,30,2021
937,Transit 150 Crew Van,30,2022
938,Transit 150 Crew Van,30,2021
939,Transit 150 Passenger Van,30,2022
940,Transit 150 Passenger Van,30,2021
941,Transit 250 Cargo Van,30,2022
942,Transit 250 Cargo Van,30,2021
943,Transit 250 Crew Van,30,2021
944,Transit 350 Cargo Van,30,2022
945,Transit 350 Cargo Van,30,2021
946,Transit 350 Crew Van,30,2021
947,Transit 350 HD Cargo Van,30,2022
948,Transit 350 HD Cargo Van,30,2021
949,Transit 350 HD Crew Van,30,2022
950,Transit 350 HD Crew Van,30,2021
951,Transit 350 Passenger Van,30,2021
952,Transit Connect Cargo Van,30,2022
953,Transit Connect Cargo Van,30,2021
954,Transit Connect Passenger Wagon,30,2022
955,Transit Connect Passenger Wagon,30,2021
956,Traverse,26,2023
957,Traverse,26,2022
958,Traverse,26,2021
959,Trax,26,2023
960,Trax,26,2022
961,Trax,26,2021
962,TT,1,2022
963,TT,1,2021
964,Tucson,10,2023
965,Tucson,10,2022
966,Tucson,10,2021
967,Tucson Hybrid,10,2023
968,Tucson Hybrid,10,2022
969,Tucson Plug-in Hybrid,10,2023
970,Tucson Plug-in Hybrid,10,2022
971,Tundra CrewMax,21,2023
972,Tundra CrewMax,21,2022
973,Tundra CrewMax,21,2021
974,Tundra Double Cab,21,2022
975,Tundra Double Cab,21,2021
976,Tundra Hybrid CrewMax,21,2022
977,Urus,23,2022
978,Urus,23,2021
979,UX,115,2023
980,UX,115,2022
981,UX,115,2021
982,V60,36,2022
983,V60,36,2021
984,V90,36,2022
985,V90,36,2021
